time,namespace,name,subclassOf,version,url
2df5cd96-772e-11ef-a4dc-0b697008ca17,bioschams,MolecularEntity,schema:MolecularEntity,v0.5-RELEASE,https://github.com/BioSchemas/specifications/tree/master/MolecularEntity/jsonld/MolecularEntity_v0.5-RELEASE.json
