time,namespace,name,subclassOf,version,url
f32ec7d2-7ca3-11ef-9b7a-e7959703d13c,bioschams,ChemicalSubstance,schema:ChemicalSubstance,v0.4-RELEASE,https://github.com/BioSchemas/specifications/tree/master/ChemicalSubstance/jsonld/ChemicalSubstance_v0.4-RELEASE.json
